4	88	0.0226839
4	88	0.0106051
4	88	0.0104971
4	88	0.0139651
4	88	0.015434
4	88	0.0395691
4	88	0.0113962
16	88	0.216402
16	88	0.189643
16	88	0.171033
16	88	0.186553
16	88	0.095773
16	88	0.208284
64	88	0.368527
64	88	0.271399
64	88	0.33439
4	500	1.26378
4	500	1.22858
4	500	1.17435
16	500	0.840413
16	500	0.577191
16	500	0.861809
16	500	0.914283
16	500	1.04082
16	500	0.852544
16	500	0.785612
25	500	0.6577
25	500	0.50617
25	500	0.797871
25	500	0.505642
25	500	0.650318
25	500	0.643747
100	500	0.702204
100	500	0.567056
100	500	0.758044
100	500	0.585071
100	500	0.64843
400	500	0.656682
400	500	0.825995
400	500	0.851977
400	500	0.804149
400	500	0.63334
400	500	0.748803
625	500	2.0141
625	500	1.17557
625	500	1.01941
625	500	1.12688
4	1000	9.75984
4	1000	9.289
4	1000	9.69959
4	1000	9.67406
16	1000	3.15814
16	1000	2.9626
16	1000	3.33023
16	1000	3.00965
16	1000	3.37076
25	1000	2.00306
25	1000	2.58208
25	1000	2.84812
25	1000	1.93877
25	1000	2.29615
25	1000	2.59669
100	1000	3.12034
100	1000	1.85064
100	1000	1.76054
100	1000	1.90169
100	1000	1.89195
100	1000	1.8542
100	1000	2.02801
400	1000	1.97646
400	1000	2.10213
400	1000	2.32989
400	1000	2.04911
400	1000	2.21525
625	1000	3.12479
625	1000	3.12217
625	1000	2.9564
625	1000	3.65727
625	1000	3.20305
625	1000	3.06819
