4	88	0.0230021
4	88	0.00973916
4	88	0.0148661
4	88	0.0192671
4	88	0.0266221
4	88	0.0169048
4	88	0.01633
4	88	0.0257709
4	88	0.0150259
16	88	0.256576
16	88	0.163292
16	88	0.218593
16	88	0.244403
16	88	1.1988
16	88	0.208993
16	88	0.295423
16	88	0.284075
16	88	0.153592
64	88	2.40688
64	88	0.32489
64	88	0.368182
64	88	0.261778
4	500	1.29635
4	500	1.27826
4	500	1.26568
4	500	1.27308
4	500	1.31088
16	500	0.930737
16	500	0.884613
16	500	1.06361
16	500	0.706382
16	500	0.938552
25	500	0.552354
25	500	0.455646
25	500	0.348138
25	500	0.755751
100	500	0.808621
100	500	0.787134
100	500	0.686335
100	500	0.765881
400	500	0.794931
400	500	0.85165
400	500	0.769492
400	500	0.709804
625	500	1.68963
625	500	1.53374
625	500	1.4946
625	500	1.59476
4	1000	9.74368
4	1000	9.75465
4	1000	9.83728
16	1000	3.99701
16	1000	2.87126
16	1000	3.43773
16	1000	3.4849
25	1000	3.20211
25	1000	1.90962
25	1000	2.24582
25	1000	2.21786
25	1000	3.68592
100	1000	1.99207
100	1000	2.409
100	1000	1.99168
100	1000	2.06765
400	1000	2.0406
400	1000	2.52709
400	1000	1.87299
400	1000	2.51757
625	1000	3.31567
625	1000	3.45795
625	1000	3.55147
