4	500	3.1565
4	500	3.02968
4	500	2.86283
4	500	2.88318
4	500	2.91197
4	500	2.86637
25	500	1.36658
25	500	1.31824
25	500	1.3413
25	500	1.64913
25	500	1.35578
25	500	1.41108
100	500	1.60362
100	500	1.51725
100	500	1.24225
100	500	1.28575
100	500	1.57988
100	500	1.23954
100	500	1.08072
400	500	2.87703
400	500	1.91349
400	500	1.9809
400	500	2.35459
400	500	1.74776
400	500	1.80367
400	500	1.87055
16	500	1.65236
16	500	1.2596
16	500	1.26204
16	500	1.63177
16	500	1.40769
625	500	3.62057
625	500	2.27576
625	500	2.32351
625	500	2.29785
625	500	2.74197
